eti-photo-001.jpg	1683	960	landscape	160635
eti-photo-002.jpg	2048	1536	landscape	244840
eti-photo-003.jpg	2048	1536	landscape	180236
eti-photo-004.jpg	2880	3840	portrait	2492775
eti-photo-005.jpg	4080	3072	landscape	2979980
eti-photo-006.jpg	4080	3072	landscape	2863801
eti-photo-007.jpg	3840	2880	landscape	2304898
eti-photo-008.jpg	3840	2880	landscape	2182931
eti-photo-009.jpg	2880	3840	portrait	2138552
eti-photo-010.jpg	4080	3072	landscape	3524705
eti-photo-011.jpg	4080	3072	landscape	3412178
eti-photo-012.jpg	4080	3072	landscape	3532719
eti-photo-013.jpg	4080	3072	landscape	3219787
eti-photo-014.jpg	4080	3072	landscape	2327255
eti-photo-015.jpg	4080	3072	landscape	2234816
eti-photo-016.jpg	4080	3072	landscape	2929063
eti-photo-017.jpg	4080	3072	landscape	2932008
eti-photo-018.jpg	4080	3072	landscape	2634406
eti-photo-019.jpg	4080	3072	landscape	4410435
eti-photo-020.jpg	1983	1984	portrait	964054
eti-photo-021.jpg	4080	3072	landscape	2309908
eti-photo-022.jpg	3072	4080	portrait	1479483
eti-photo-023.jpg	2880	3840	portrait	2918215
eti-photo-024.jpg	4080	3072	landscape	3337558
eti-photo-025.jpg	3072	4080	portrait	3235104
eti-photo-026.jpg	4080	3072	landscape	3565525
eti-photo-027.jpg	4080	3072	landscape	3578137
eti-photo-028.jpg	3072	4080	portrait	2434332
eti-photo-029.jpg	2880	3840	portrait	2225042
eti-photo-030.jpg	4080	3072	landscape	2294274
eti-photo-031.jpg	4080	3072	landscape	3388955
eti-photo-032.jpg	4080	3072	landscape	1283926
eti-photo-033.jpg	4080	3072	landscape	2234189
eti-photo-034.jpg	3840	2880	landscape	2908237
eti-photo-035.jpg	4080	3072	landscape	2667004
eti-photo-036.jpg	4080	3072	landscape	3315801
eti-photo-037.jpg	4080	3072	landscape	2913052
eti-photo-038.jpg	4080	3072	landscape	3011474
eti-photo-039.jpg	2929	2197	landscape	1979768
eti-photo-040.jpg	1682	2559	portrait	915722
eti-photo-041.jpg	3274	2465	landscape	1435328
eti-photo-042.jpg	1920	2560	portrait	525881
eti-photo-043.jpg	3802	2602	landscape	1768633
